Vendedor ID;Key_Calendario;Pais;Ciudad;Cliente ID;Key_Presupuesto;Transaccion ID;Producto ID;Num Serie;Lista Precio;Ventas;Margen Bruto;Utilidad;Cliente;CP;Latitude;Longitude;Mercado;Miembro;Capital;Area(km2);Poblacion(mio);Crecimiento Pob.;Moneda;Inflacion;Nombre Oficial del Pais;Fecha;Año;Semestre;Trimestre;Mes;Periodo;Mes número;Semana;Día;Día de la semana;Vendedor;Distribuidor ID
2002;38462;Greece;Athens;1176;2005|4;1011;1000;11017;1199;930;456;0,49032258064516;Veliotti;;;;Europe & Africa;OECD;Athens;131 957;11.31;0.13%;Euro;5.15%;Hellenic Republic;20/04/2005;2005;1;2;abr.;abr. 2005;4;17;20;mié.;Bill Yang;A4
2002;40263;Bulgaria;Sofia;1110;2010|3;1350;4000;14117;4999;4200;2562;0,61;"Moe's Laundromat";;;;Europe & Africa;NATO;Sofia;110 912;7.53;-0.79%;Lev;Not known;Republic of Bulgaria;26/03/2010;2010;1;1;mar.;mar. 2010;3;13;26;vie.;Bill Yang;A4
2002;40626;Bulgaria;Sofia;1110;2011|3;1422;4000;16029;5999;4200;2562;0,61;"Moe's Laundromat";;;;Europe & Africa;NATO;Sofia;110 912;7.53;-0.79%;Lev;Not known;Republic of Bulgaria;24/03/2011;2011;1;1;mar.;mar. 2011;3;13;24;jue.;Bill Yang;A4
2002;40846;Bulgaria;Sofia;1110;2011|10;1458;5000;16091;6999;5090;2087;0,41001964636542;"Moe's Laundromat";;;;Europe & Africa;NATO;Sofia;110 912;7.53;-0.79%;Lev;Not known;Republic of Bulgaria;30/10/2011;2011;2;4;oct.;oct. 2011;10;45;30;dom.;Bill Yang;A4
2002;38462;Greece;Athens;1176;2005|4;1011;1000;11020;1199;930;456;0,49032258064516;Veliotti;;;;Europe & Africa;OECD;Athens;131 957;11.31;0.13%;Euro;5.15%;Hellenic Republic;20/04/2005;2005;1;2;abr.;abr. 2005;4;17;20;mié.;Bill Yang;A4
2002;40480;Bulgaria;Sofia;1110;2010|10;1382;4000;14118;4999;4200;2562;0,61;"Moe's Laundromat";;;;Europe & Africa;NATO;Sofia;110 912;7.53;-0.79%;Lev;Not known;Republic of Bulgaria;29/10/2010;2010;2;4;oct.;oct. 2010;10;44;29;vie.;Bill Yang;A4
2002;38061;Saudi Arabia;Riyadh;1160;2004|3;1001;1000;11001;999;690;262;0,37971014492754;The Asian Trade House;;;;Asia & Australia;OPEC;Riyadh;2 240 000;27.14;1.85%;Riyal;Not known;Kingdom of Saudi Arabia;15/03/2004;2004;1;1;mar.;mar. 2004;3;12;15;lun.;Bill Yang;A4
2002;40263;Bulgaria;Sofia;1110;2010|3;1350;5000;15019;5999;5090;2087;0,41001964636542;"Moe's Laundromat";;;;Europe & Africa;NATO;Sofia;110 912;7.53;-0.79%;Lev;Not known;Republic of Bulgaria;26/03/2010;2010;1;1;mar.;mar. 2010;3;13;26;vie.;Bill Yang;A4
2002;40481;Bulgaria;Sofia;1110;2010|10;1383;5000;15018;5999;5090;2087;0,41001964636542;"Moe's Laundromat";;;;Europe & Africa;NATO;Sofia;110 912;7.53;-0.79%;Lev;Not known;Republic of Bulgaria;30/10/2010;2010;2;4;oct.;oct. 2010;10;44;30;sáb.;Bill Yang;A4
2002;38093;Saudi Arabia;Riyadh;1160;2004|4;1001;1000;11001;999;690;262;0,37971014492754;The Asian Trade House;;;;Asia & Australia;OPEC;Riyadh;2 240 000;27.14;1.85%;Riyal;Not known;Kingdom of Saudi Arabia;16/04/2004;2004;1;2;abr.;abr. 2004;4;16;16;vie.;Bill Yang;A4
2002;40842;Bulgaria;Sofia;1110;2011|10;1456;4000;16088;5999;5200;2562;0,49269230769231;"Moe's Laundromat";;;;Europe & Africa;NATO;Sofia;110 912;7.53;-0.79%;Lev;Not known;Republic of Bulgaria;26/10/2011;2011;2;4;oct.;oct. 2011;10;44;26;mié.;Bill Yang;A4
2011;39259;Malaysia;Kuala Lumpur;1151;2007|6;1118;2000;12040;2199;2210;796;0,36018099547511;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;26/06/2007;2007;1;2;jun.;jun. 2007;6;26;26;mar.;Jacques Clouseau;A4
2011;39788;Finland;Turku;1121;2008|12;1237;3000;13120;3299;2359;1109;0,47011445527766;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;06/12/2008;2008;2;4;dic.;dic. 2008;12;49;6;sáb.;Jacques Clouseau;A4
2011;39788;Finland;Turku;1121;2008|12;1237;3000;13122;3299;2359;1109;0,47011445527766;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;06/12/2008;2008;2;4;dic.;dic. 2008;12;49;6;sáb.;Jacques Clouseau;A4
2011;39011;Vatican;Vatican;1108;2006|10;1071;1000;11092;1299;1100;616;0,56;"Moe's Laundromat";;;;Europe & Africa;Europe;Vatican city;0.44;0.001;Not known;Euro;Not known;Vatican City State;21/10/2006;2006;2;4;oct.;oct. 2006;10;42;21;sáb.;Jacques Clouseau;A4
2011;38979;Vatican;Vatican;1108;2006|9;1062;1000;11080;1299;1059;593;0,55996222851747;"Moe's Laundromat";;;;Europe & Africa;Europe;Vatican city;0.44;0.001;Not known;Euro;Not known;Vatican City State;19/09/2006;2006;2;3;sep.;sep. 2006;9;38;19;mar.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14085;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;39609;Cyprus;Nicosia;1099;2008|6;1192;3000;13049;3299;3230;1518;0,46996904024768;Med Trade;;;;Asia & Australia;Eurozone;Nicosia;9 251;0.8;1.69%;Pound;Not known;Republic of Cyprus;10/06/2008;2008;1;2;jun.;jun. 2008;6;24;10;mar.;Jacques Clouseau;A4
2011;39788;Finland;Turku;1121;2008|12;1237;3000;13123;3299;2359;1109;0,47011445527766;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;06/12/2008;2008;2;4;dic.;dic. 2008;12;49;6;sáb.;Jacques Clouseau;A4
2011;38937;Malaysia;Kuala Lumpur;1151;2006|8;1052;1000;11070;1299;1130;633;0,56017699115044;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;08/08/2006;2006;2;3;ago.;ago. 2006;8;32;8;mar.;Jacques Clouseau;A4
2011;39788;Finland;Turku;1121;2008|12;1237;3000;13121;3299;2359;1109;0,47011445527766;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;06/12/2008;2008;2;4;dic.;dic. 2008;12;49;6;sáb.;Jacques Clouseau;A4
2011;39590;Estonia;Tallinn;1013;2008|5;1187;3000;13044;3299;3039;1428;0,46989141164857;Baltic Resort;;;;Europe & Africa;OECD;Tallinn;45 100;1.34;Not known;Kroon;Not known;Republic of Estonia;22/05/2008;2008;1;2;may.;may. 2008;5;21;22;jue.;Jacques Clouseau;A4
2011;40250;Finland;Turku;1121;2010|3;1346;5000;15014;5999;5990;2456;0,41001669449082;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;13/03/2010;2010;1;1;mar.;mar. 2010;3;11;13;sáb.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14081;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14082;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;40615;Finland;Turku;1121;2011|3;1418;5000;16023;6999;6990;2456;0,35135908440629;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;13/03/2011;2011;1;1;mar.;mar. 2011;3;12;13;dom.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14088;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14084;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;40804;Finland;Turku;1121;2011|9;1453;5000;16083;6999;5990;2456;0,41001669449082;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;18/09/2011;2011;2;3;sep.;sep. 2011;9;39;18;dom.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14087;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14089;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14086;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;40126;Malaysia;Kuala Lumpur;1151;2009|11;1314;4000;14083;4599;3990;1955;0,48997493734336;Technology Industries;;;;Asia & Australia;Asia;Kuala Lumpur;329 759;27.57;1.72%;Ringgit;Not known;;09/11/2009;2009;2;4;nov.;nov. 2009;11;46;9;lun.;Jacques Clouseau;A4
2011;40147;Vatican;Vatican;1108;2009|11;1319;4000;14094;4599;4240;2078;0,49009433962264;"Moe's Laundromat";;;;Europe & Africa;Europe;Vatican city;0.44;0.001;Not known;Euro;Not known;Vatican City State;30/11/2009;2009;2;4;nov.;nov. 2009;11;49;30;lun.;Jacques Clouseau;A4
2011;39667;Estonia;Tallinn;1013;2008|8;1207;3000;13074;3299;2910;1368;0,47010309278351;Baltic Resort;;;;Europe & Africa;OECD;Tallinn;45 100;1.34;Not known;Kroon;Not known;Republic of Estonia;07/08/2008;2008;2;3;ago.;ago. 2008;8;32;7;jue.;Jacques Clouseau;A4
2011;40439;Finland;Turku;1121;2010|9;1379;5000;15014;5999;5990;2456;0,41001669449082;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;18/09/2010;2010;2;3;sep.;sep. 2010;9;38;18;sáb.;Jacques Clouseau;A4
2011;39989;Finland;Turku;1121;2009|6;1287;4000;14050;4599;3790;1857;0,48997361477573;New-Kia Computers;;;;Europe & Africa;OECD;Helsinki;338 145;5.38;0.10%;Euro;2.77%;Republic of Finland;25/06/2009;2009;1;2;jun.;jun. 2009;6;26;25;jue.;Jacques Clouseau;A4
2011;38164;Cyprus;Nicosia;1099;2004|6;1002;1000;11002;875;999;380;0,38038038038038;Med Trade;;;;Asia & Australia;Eurozone;Nicosia;9 251;0.8;1.69%;Pound;Not known;Republic of Cyprus;26/06/2004;2004;1;2;jun.;jun. 2004;6;26;26;sáb.;Jacques Clouseau;A4
2011;38305;Serbia and Montenegro;Belgrade;1032;2004|11;1006;1000;11007;999;700;266;0,38;"Captain Cook's Surfing School";;;;;Others;;;;;;;;14/11/2004;2004;2;4;nov.;nov. 2004;11;47;14;dom.;Jacques Clouseau;A4
2011;38133;Cyprus;Nicosia;1099;2004|5;1002;1000;11002;999;999;380;0,38038038038038;Med Trade;;;;Asia & Australia;Eurozone;Nicosia;9 251;0.8;1.69%;Pound;Not known;Republic of Cyprus;26/05/2004;2004;1;2;may.;may. 2004;5;22;26;mié.;Jacques Clouseau;A4
2011;39868;Serbia and Montenegro;Belgrade;1032;2009|2;1258;4000;14009;4599;4340;2127;0,49009216589862;"Captain Cook's Surfing School";;;;;Others;;;;;;;;24/02/2009;2009;1;1;feb.;feb. 2009;2;9;24;mar.;Jacques Clouseau;A4
2005;38179;Germany;Berlin;1010;2004|7;1003;1000;11003;999;759;288;0,37944664031621;Atlantic Marketing;749 33;;;Europe & Africa;OECD;Berlin;357 039;81.8;-0.05%;Euro;1.85%;Federal Republic of Germany;11/07/2004;2004;2;3;jul.;jul. 2004;7;29;11;dom.;Cezar Sandu;A2
2005;39711;Mongolia;Ulan Bator;1169;2008|9;1217;1000;11123;1699;1419;965;0,6800563777308;The Mongolian Barbecue House;;;;Asia & Australia;Asia;Ulan Bator;1 565 000;2.79;1.49%;Tughrik;Not known;;20/09/2008;2008;2;3;sep.;sep. 2008;9;38;20;sáb.;Cezar Sandu;A2
